,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Outlet_Age
1741,812,16.0,1,0.017547958,10,48.3718,6,2004,2,1,1,614.5334,1,9
4337,812,16.0,1,0.017466284,10,45.4718,5,1985,1,2,3,1323.6104,1,28
4655,812,16.0,1,0.029377239,10,46.1718,0,1998,2,2,0,94.5436,1,15
4752,812,16.0,1,0.0163856304,10,48.1718,2,2007,2,1,1,756.3488,1,6
271,889,20.35,0,0.089394766,4,260.1594,1,1987,0,2,1,2093.2752,1,26
456,889,20.35,0,0.089035961,4,260.5594,5,1985,1,2,3,9158.079,1,28
2694,889,20.35,0,0.08960832099999999,4,262.1594,9,1999,1,0,1,3139.9128,1,14
5759,889,20.35,0,0.14975313199999998,4,259.7594,0,1998,2,2,0,784.9782,1,15
8447,889,20.35,0,0.089975294,4,261.6594,2,2007,2,1,1,7588.1226,1,6
723,727,11.599999999999998,1,0.076790922,5,172.1106,5,1985,1,2,3,2566.659,1,28
2994,727,11.6,1,0.07760107,5,171.0106,2,2007,2,1,1,3079.9908,1,6
3045,727,11.6,1,0.077321087,5,169.3106,7,2002,2,1,1,2224.4378,1,11
5571,727,11.6,1,0.077164595,5,172.5106,8,1997,2,0,1,2566.659,1,16
5598,727,11.6,1,0.07715000400000001,5,170.2106,6,2004,2,1,1,1882.2166,1,9
6392,727,11.6,1,0.077478931,5,170.3106,3,2009,1,2,2,4277.765,1,4
7546,727,11.6,1,0.077284566,5,172.4106,9,1999,1,0,1,4277.765,1,14
8354,727,11.6,1,0.077100381,5,172.4106,1,1987,0,2,1,1539.9954,1,26
833,25,15.7,0,0.065188619,14,181.1634,4,1985,2,0,0,181.7634,0,28
1737,25,15.7,0,0.03722507,14,182.4634,6,2004,2,1,1,1999.3974,0,9
6931,25,15.7,0,0.03723211,14,183.1634,8,1997,2,0,1,5634.6654,0,16
7223,25,15.7,0,0.037201127,14,181.7634,1,1987,0,2,1,2544.6876,0,26
7538,25,15.7,0,0.037383778,14,179.7634,3,2009,1,2,2,1817.634,0,4
7697,25,15.7,0,0.037289996,14,182.7634,9,1999,1,0,1,3453.5046,0,14
5932,1127,7.725,0,0.047782959000000014,3,249.1092,8,1997,2,0,1,2490.092,1,16
6009,1127,7.725,0,0.047977607,3,249.5092,3,2009,1,2,2,2241.0828,1,4
6092,1127,7.725,0,0.047743195,3,248.3092,1,1987,0,2,1,6474.2392,1,26
6886,1127,7.725,0,0.047551568,3,249.1092,5,1985,1,2,3,8217.3036,1,28
8224,1127,7.725,0,0.047879864,3,250.2092,7,2002,2,1,1,3984.1472,1,11
3365,828,10.5,1,0.142827296,1,159.4578,7,2002,2,1,1,3048.6982,1,11
3650,828,10.5,1,0.142419608,1,161.1578,1,1987,0,2,1,1765.0358,1,26
4445,828,10.5,1,0.142511272,1,158.7578,6,2004,2,1,1,2246.4092,1,9
5922,828,10.5,1,0.142759833,1,159.3578,9,1999,1,0,1,3048.6982,1,14
1017,1412,10.85,0,0.028738058,9,117.1808,7,2002,2,1,1,703.0848,2,11
2405,1412,10.85,0,0.028679894,9,115.1808,8,1997,2,0,1,2109.2544,2,16
3626,1412,10.85,0,0.048004263,9,117.5808,0,1998,2,2,0,351.5424,2,15
5787,1412,10.85,0,0.028674471,9,115.1808,6,2004,2,1,1,3866.9664,2,9
5914,1412,10.85,0,0.026819337199999998,9,119.0808,1,1987,0,2,1,2343.616,2,26
1194,421,8.63,1,0.032750291,13,112.1518,5,1985,1,2,3,5351.0346,1,28
1274,421,8.63,1,0.032882271,13,113.5518,1,1987,0,2,1,2732.4432,1,26
2325,421,8.63,1,0.057620562,13,115.4518,4,1985,2,0,0,113.8518,1,28
6230,421,8.63,1,0.032976399,13,114.6518,7,2002,2,1,1,2846.295,1,11
6613,421,8.63,1,0.032960823,13,115.0518,9,1999,1,0,1,1366.2216,1,14
7610,421,8.63,1,0.055084019000000005,13,114.7518,0,1998,2,2,0,455.4072,1,15
5717,1531,21.25,0,0.114246019,8,231.23,2,2007,2,1,1,3029.39,2,6
7042,1531,21.25,0,0.113833823,8,232.83,7,2002,2,1,1,1398.18,2,11
7158,1531,21.25,0,0.114066204,8,233.03,3,2009,1,2,2,5592.72,2,4
144,479,14.0,1,0.128357683,5,53.06399999999999,6,2004,2,1,1,905.488,1,9
1404,479,14.0,1,0.135775701,5,54.56399999999999,8,1997,2,0,1,1597.92,1,16
1580,479,14.0,1,0.136328794,5,54.864,3,2009,1,2,2,319.584,1,4
1959,479,14.0,1,0.135662712,5,52.06399999999999,1,1987,0,2,1,852.2239999999998,1,26
2660,479,14.0,1,0.135118202,5,52.56399999999999,5,1985,1,2,3,2290.3520000000008,1,28
8432,479,14.0,1,0.227260689,5,54.364,0,1998,2,2,0,159.792,1,15
1049,358,17.5,0,0.013634468,5,256.4304,6,2004,2,1,1,1808.3128,1,9
1326,358,17.5,0,0.013234744250000001,5,258.3304,1,1987,0,2,1,3358.2952,1,26
3893,358,17.5,0,0.013658248,5,256.3304,9,1999,1,0,1,6199.9296,1,14
4824,358,17.5,0,0.013664703,5,257.7304,7,2002,2,1,1,5683.2688,1,11
7203,358,17.5,0,0.013692598,5,259.7304,3,2009,1,2,2,3616.6256,1,4
7793,358,17.5,0,0.023876708,5,258.6304,4,1985,2,0,0,516.6608,1,28
8087,358,17.5,0,0.013637046000000002,5,258.5304,8,1997,2,0,1,6199.9296,1,16
8342,358,17.5,0,0.013714183,5,259.2304,2,2007,2,1,1,2841.6344,1,6
1135,1100,14.0,1,0.105573769,5,143.9812,3,2009,1,2,2,1139.8496,1,4
3054,1100,14.0,1,0.175991929,5,140.7812,0,1998,2,2,0,142.4812,1,15
6181,1100,14.0,1,0.105145451,5,144.2812,8,1997,2,0,1,4844.3608,1,16
6880,1100,14.0,1,0.105125569,5,143.2812,6,2004,2,1,1,3277.0676,1,9
228,907,9.0,0,0.06364979820000001,3,79.7644,6,2004,2,1,1,1649.8524,1,9
848,907,9.0,0,0.079794329,3,80.1644,2,2007,2,1,1,1178.466,1,6
2236,907,9.0,0,0.079506434,3,78.3644,7,2002,2,1,1,1728.4168,1,11
2684,907,9.0,0,0.07927948900000001,3,77.2644,1,1987,0,2,1,1335.5948,1,26
7194,907,9.0,0,0.079668739,3,79.6644,3,2009,1,2,2,1571.2879999999998,1,4
1983,1058,14.3,0,0.122469209,4,121.973,1,1987,0,2,1,2709.806,1,26
5736,1058,14.3,0,0.123264522,4,123.273,2,2007,2,1,1,1108.557,1,6
7938,1058,14.3,0,0.122571209,4,122.373,8,1997,2,0,1,985.384,1,16
8306,1058,14.3,0,0.122761775,4,124.373,9,1999,1,0,1,2093.9410000000007,1,14
8448,1058,14.3,0,0.123070513,4,121.173,3,2009,1,2,2,2093.9410000000007,1,4
68,72,17.6,0,0.041700756,14,164.8526,7,2002,2,1,1,2302.3364,0,11
1185,72,17.6,0,0.072864869,14,165.2526,4,1985,2,0,0,822.263,0,28
2789,72,17.6,0,0.041608488,14,165.4526,6,2004,2,1,1,1644.526,0,9
3282,72,17.6,0,0.041581725,14,163.3526,1,1987,0,2,1,3453.5046,0,26
5478,72,17.6,0,0.041851756,14,162.7526,2,2007,2,1,1,3124.5994,0,6
7020,72,17.6,0,0.041681059,14,164.2526,9,1999,1,0,1,1315.6208,0,14
15,767,9.0,1,0.06908896099999999,2,56.3614,8,1997,2,0,1,1547.3192,1,16
17,767,9.0,1,0.06919637599999999,2,54.3614,9,1999,1,0,1,718.3982,1,14
3973,767,9.0,1,0.06660944685714286,2,55.2614,3,2009,1,2,2,552.614,1,4
5630,767,9.0,1,0.069229076,2,55.9614,7,2002,2,1,1,386.8298,1,11
6040,767,9.0,1,0.120965853,2,55.8614,4,1985,2,0,0,110.5228,1,28
6042,767,9.0,1,0.069031467,2,55.0614,1,1987,0,2,1,442.0912,1,26
7292,767,9.0,1,0.068754395,2,54.5614,5,1985,1,2,3,1713.1034,1,28
633,320,10.895,1,0.030689501833333337,5,145.2102,4,1985,2,0,0,437.4306,1,28
1248,320,10.895,1,0.032427039,5,147.7102,1,1987,0,2,1,1166.4816,1,26
2255,320,10.895,1,0.05432142,5,146.2102,0,1998,2,2,0,437.4306,1,15
4525,320,10.895,1,0.03263762,5,147.7102,2,2007,2,1,1,1895.5326,1,6
5193,320,10.895,1,0.032296886000000004,5,144.0102,5,1985,1,2,3,5394.9774,1,28
5328,320,10.895,1,0.032454046,5,144.8102,8,1997,2,0,1,3062.0142,1,16
5,758,10.395,1,0.060928214,0,51.4008,3,2009,1,2,2,556.6088,1,4
1912,758,10.395,1,0.091688111,0,49.0008,2,2007,2,1,1,860.2136,1,6
5685,758,10.395,1,0.091096531,0,52.3008,1,1987,0,2,1,2226.4352,1,26
1298,920,17.25,0,0.10764721,5,39.3822,2,2007,2,1,1,314.2576,1,6
3353,920,17.25,0,0.064385506,5,40.8822,3,2009,1,2,2,628.5152,1,4
3762,920,17.25,0,0.064385506,5,37.5822,0,1998,2,2,0,196.411,1,15
4456,920,17.25,0,0.107021498,5,40.5822,6,2004,2,1,1,785.6439999999999,1,9
8446,920,17.25,0,0.107258822,5,40.1822,7,2002,2,1,1,510.6686,1,11
1050,344,9.195,1,0.064376263,5,83.1566,2,2007,2,1,1,1099.2358,1,6
2058,344,9.195,1,0.064002068,5,85.5566,6,2004,2,1,1,930.1226,1,9
2062,344,9.195,1,0.0534416995,5,83.7566,4,1985,2,0,0,253.6698,1,28
3124,344,9.195,1,0.064014173,5,83.3566,8,1997,2,0,1,1437.4622,1,16
4664,344,9.195,1,0.064143995,5,85.9566,7,2002,2,1,1,1691.132,1,11
7312,344,9.195,1,0.064113698,5,86.5566,9,1999,1,0,1,1183.7924,1,14
638,914,9.285,1,0.020989132,13,158.6578,1,1987,0,2,1,2406.867,1,26
1748,914,9.285,1,0.021049215,13,161.0578,7,2002,2,1,1,2406.867,1,11
6645,914,9.285,1,0.0168160522,13,161.5578,8,1997,2,0,1,4653.2762,1,16
6904,914,9.285,1,0.021002641,13,161.1578,6,2004,2,1,1,4011.445,1,9
8267,914,9.285,1,0.021039273,13,160.0578,9,1999,1,0,1,2567.3248,1,14
1897,1272,11.395,0,0.009893817,8,50.3034,9,1999,1,0,1,972.068,2,14
2906,1272,11.395,0,0.009934335,8,47.2034,2,2007,2,1,1,340.2238,2,6
3383,1272,11.395,0,0.009878459,8,47.6034,8,1997,2,0,1,1312.2918,2,16
5495,1272,11.395,0,0.009918699,8,49.4034,3,2009,1,2,2,777.6544,2,4
6920,1272,11.395,0,0.009898492,8,48.8034,7,2002,2,1,1,777.6544,2,11
6947,1272,11.395,0,0.017295906,8,47.1034,4,1985,2,0,0,145.8102,2,28
1587,191,9.695,1,0.029158763,3,174.537,6,2004,2,1,1,1235.059,1,9
2319,191,9.695,1,0.029223424,3,175.437,7,2002,2,1,1,2999.429,1,11
3174,191,9.695,1,0.029140008,3,176.33700000000005,1,1987,0,2,1,3528.74,1,26
4913,191,9.695,1,0.029023048,3,177.83700000000005,5,1985,1,2,3,6704.606,1,28
6160,191,9.695,1,0.029283081,3,175.137,3,2009,1,2,2,3705.177,1,4
2640,89,6.135,0,0.115032406,14,161.0236,8,1997,2,0,1,1288.9888,0,16
2787,89,6.135,0,0.115010655,14,161.5236,6,2004,2,1,1,1288.9888,0,9
3960,89,6.135,0,0.192540665,14,160.2236,0,1998,2,2,0,322.2472,0,15
6999,89,6.135,0,0.115265695,14,160.5236,7,2002,2,1,1,2094.6068,0,11
7500,89,6.135,0,0.115500999,14,161.1236,3,2009,1,2,2,644.4944,0,4
7666,89,6.135,0,0.114475357,14,160.9236,5,1985,1,2,3,2255.7304,0,28
972,791,16.75,0,0.029799965,13,39.1822,7,2002,2,1,1,314.2576,1,11
1808,791,16.75,0,0.029785889,13,38.9822,9,1999,1,0,1,628.5152,1,14
2982,791,16.75,0,0.029595637,13,40.9822,5,1985,1,2,3,864.2084,1,28
2175,118,19.7,0,0.038729457,7,127.3362,6,2004,2,1,1,755.0172,0,9
4553,118,19.7,0,0.038815341,7,124.2362,7,2002,2,1,1,1887.543,0,11
5267,118,19.7,0,0.038549197,7,127.5362,5,1985,1,2,3,1006.6896,0,28
6104,118,19.7,0,0.038736781,7,127.4362,8,1997,2,0,1,1510.0344,0,16
6559,118,19.7,0,0.0309661552,7,125.9362,9,1999,1,0,1,1635.8706,0,14
3262,1414,16.35,0,0.017062426999999998,9,98.141,3,2009,1,2,2,1544.656,2,4
3473,1414,16.35,0,0.016979063,9,97.441,1,1987,0,2,1,772.328,2,26
6948,1414,16.35,0,0.02844314,9,98.141,0,1998,2,2,0,386.164,2,15
7270,1414,16.35,0,0.016993203999999998,9,95.741,8,1997,2,0,1,965.41,2,16
8084,1414,16.35,0,0.016910914,9,96.641,5,1985,1,2,3,1544.656,2,28
8275,1414,16.35,0,0.016989991,9,98.541,6,2004,2,1,1,772.328,2,9
4715,1482,9.0,0,0.121765124,8,264.1884,4,1985,2,0,0,264.9884,2,28
4877,1482,9.0,0,0.069653585,8,266.2884,9,1999,1,0,1,2914.8724,2,14
5058,1482,9.0,0,0.069208684,8,264.0884,5,1985,1,2,3,4504.8028,2,28
5254,1482,9.0,0,0.069487587,8,266.6884,1,1987,0,2,1,3974.826,2,26
5558,1482,9.0,0,0.06953231,8,266.5884,6,2004,2,1,1,6624.71,2,9
7556,1482,9.0,0,0.069938838,8,264.8884,2,2007,2,1,1,2914.8724,2,6
2232,919,21.25,0,0.009996872,10,185.5608,6,2004,2,1,1,3123.9336,1,9
3632,919,21.25,0,0.010039493,10,181.7608,3,2009,1,2,2,1102.5648,1,4
4054,919,21.25,0,0.016735879,10,185.2608,0,1998,2,2,0,183.7608,1,15
4764,919,21.25,0,0.01005532,10,183.1608,2,2007,2,1,1,2756.4120000000007,1,6
5393,919,21.25,0,0.01001904,10,184.6608,7,2002,2,1,1,367.5216,1,11
6223,919,21.25,0,0.009998763,10,182.3608,8,1997,2,0,1,551.2824,1,16
8089,919,21.25,0,0.009950343,10,185.5608,5,1985,1,2,3,3307.6944,1,28
410,906,15.15,0,0.027779254,0,150.1708,8,1997,2,0,1,1504.708,1,16
4587,906,15.15,0,0.027774002,0,152.3708,6,2004,2,1,1,3159.8868,1,9
4702,906,15.15,0,0.027756137,0,150.4708,1,1987,0,2,1,2106.5912,1,26
5296,906,15.15,0,0.027644732,0,149.4708,5,1985,1,2,3,3159.8868,1,28
5414,906,15.15,0,0.048637888,0,149.7708,4,1985,2,0,0,150.4708,1,28
7391,906,15.15,0,0.046496777,0,149.6708,0,1998,2,2,0,300.9416,1,15
1134,507,17.2,1,0.044063785,3,147.2418,4,1985,2,0,0,294.2836,1,28
1198,507,17.2,1,0.025205909,3,149.1418,9,1999,1,0,1,1177.1344,1,14
4766,507,17.2,1,0.025162022000000003,3,145.9418,6,2004,2,1,1,1765.7016,1,9
5182,507,17.2,1,0.025309134,3,147.0418,2,2007,2,1,1,2354.2688,1,6
229,1137,16.7,0,0.101561568,3,181.9292,5,1985,1,2,3,3101.2964,1,28
349,1137,16.7,0,0.08165737440000001,3,181.2292,3,2009,1,2,2,2554.0088,1,4
2028,1137,16.7,0,0.102055777,3,184.0292,8,1997,2,0,1,3101.2964,1,16
3057,1137,16.7,0,0.10203648,3,180.9292,6,2004,2,1,1,2736.438,1,9
8229,1137,16.7,0,0.102633047,3,180.8292,2,2007,2,1,1,3466.1548,1,6
3345,149,7.55,1,0.03107068,6,122.4072,3,2009,1,2,2,857.5504,1,4
3679,149,7.55,1,0.030992735,6,124.3072,9,1999,1,0,1,2695.1584,1,14
3897,149,7.55,1,0.051794958,6,122.6072,0,1998,2,2,0,122.5072,1,15
4493,149,7.55,1,0.030794774,6,122.9072,5,1985,1,2,3,4532.7664,1,28
6552,149,7.55,1,0.031007381,6,123.4072,7,2002,2,1,1,2082.6224,1,11
7512,149,7.55,1,0.030938774,6,121.0072,6,2004,2,1,1,2082.6224,1,9
8132,149,7.55,1,0.030918873,6,123.9072,1,1987,0,2,1,1102.5648,1,26
3186,993,7.63,1,0.134919202,13,46.9402,9,1999,1,0,1,780.9834,1,14
3618,993,7.63,1,0.134057426,13,45.3402,5,1985,1,2,3,918.804,1,28
4022,993,7.63,1,0.135258515,13,47.2402,3,2009,1,2,2,918.804,1,4
4219,993,7.63,1,0.225476528,13,45.1402,0,1998,2,2,0,45.9402,1,15
5946,993,7.63,1,0.235859408,13,46.1402,4,1985,2,0,0,45.9402,1,28
6951,993,7.63,1,0.13468429199999998,13,47.0402,6,2004,2,1,1,1470.0864,1,9
2586,590,12.85,0,0.294939214,5,47.106,4,1985,2,0,0,139.81799999999998,1,28
2825,590,12.85,0,0.169139066,5,46.40600000000001,3,2009,1,2,2,186.424,1,4
3517,590,12.85,0,0.16871476,5,47.306,9,1999,1,0,1,1071.938,1,14
5088,590,12.85,0,0.169405699,5,46.106,2,2007,2,1,1,792.302,1,6
7720,590,12.85,0,0.16831267800000002,5,45.90600000000001,1,1987,0,2,1,885.5139999999999,1,26
5850,449,12.0,1,0.020442889,10,98.0042,9,1999,1,0,1,1587.2672,1,14
5894,449,12.0,1,0.0163147308,10,98.2042,4,1985,2,0,0,198.4084,1,28
6282,449,12.0,1,0.020411155,10,98.6042,8,1997,2,0,1,1091.2462,1,16
6985,449,12.0,1,0.020312314,10,98.1042,5,1985,1,2,3,2777.7176,1,28
8513,449,12.0,1,0.020407296,10,99.9042,6,2004,2,1,1,595.2252,1,9
223,937,7.5,0,0.051038045,3,121.7072,2,2007,2,1,1,3552.7088,1,6
2309,937,7.5,0,0.050750977,3,122.2072,8,1997,2,0,1,1960.1152,1,16
2464,937,7.5,0,0.050708743,3,123.4072,1,1987,0,2,1,3185.1872,1,26
2473,937,7.5,0,0.050853900999999986,3,121.7072,7,2002,2,1,1,367.5216,1,11
3722,937,7.5,0,0.05074138,3,123.2072,6,2004,2,1,1,1837.608,1,9
7825,937,7.5,0,0.050957715,3,122.4072,3,2009,1,2,2,2572.6512,1,4
8104,937,7.5,0,0.050829880999999986,3,122.7072,9,1999,1,0,1,1470.0864,1,14
614,258,7.435,0,0.123086812,15,206.9638,7,2002,2,1,1,1035.319,1,11
1080,258,7.435,0,0.122242847,15,207.5638,5,1985,1,2,3,4555.4036,1,28
1942,258,7.435,0,0.122837694,15,208.7638,8,1997,2,0,1,3105.957000000001,1,16
3336,258,7.435,0,0.205605116,15,207.7638,0,1998,2,2,0,621.1914,1,15
5769,258,7.435,0,0.123338082,15,206.1638,3,2009,1,2,2,1656.5104,1,4
8126,258,7.435,0,0.122735471,15,205.2638,1,1987,0,2,1,3520.0846,1,26
1181,647,11.8,1,0.025966531,10,102.2674,9,1999,1,0,1,2444.8176,1,14
2865,647,11.8,1,0.025978802,10,102.5674,7,2002,2,1,1,1629.8784,1,11
3794,647,11.8,1,0.025904648,10,102.4674,1,1987,0,2,1,2037.348,1,26
3971,647,11.8,1,0.0216406955,10,102.4674,0,1998,2,2,0,203.7348,1,15
6790,647,11.8,1,0.026072872,10,99.8674,2,2007,2,1,1,1018.674,1,6
7587,647,11.8,1,0.02592132,10,101.9674,6,2004,2,1,1,1731.7458,1,9
962,1388,12.15,0,0.06502643400000001,11,253.704,2,2007,2,1,1,5060.08,2,6
3635,1388,12.15,0,0.113212516,11,254.604,4,1985,2,0,0,759.012,2,28
5743,1388,12.15,0,0.06464846,11,253.404,6,2004,2,1,1,4807.076,2,9
6350,1388,12.15,0,0.06479182,11,254.004,7,2002,2,1,1,2277.036,2,11
7026,1388,12.15,0,0.061535846000000005,11,254.904,8,1997,2,0,1,4048.064,2,16
1388,1081,12.35,1,0.038718195,6,110.657,2,2007,2,1,1,2087.283,1,6
3139,1081,12.35,1,0.038578501,6,109.557,7,2002,2,1,1,1757.7120000000002,1,11
4344,1081,12.35,1,0.038500421,6,110.757,8,1997,2,0,1,1208.427,1,16
5140,1081,12.35,1,0.038657256,6,110.257,3,2009,1,2,2,1757.7120000000002,1,4
5876,1081,12.35,1,0.064441812,6,110.957,0,1998,2,2,0,219.71400000000003,1,15
6333,1081,12.35,1,0.038560279,6,109.857,9,1999,1,0,1,1208.427,1,14
7516,1081,12.35,1,0.038313981,6,109.957,5,1985,1,2,3,4504.137,1,28
1536,1490,17.1,0,0.038705317,9,165.0842,1,1987,0,2,1,2320.9788,2,26
2517,1490,17.1,0,0.038816115,9,166.4842,7,2002,2,1,1,1326.2736,2,11
5853,1490,17.1,0,0.06782445599999999,9,167.7842,4,1985,2,0,0,165.7842,2,28
5936,1490,17.1,0,0.0368152234,9,167.0842,3,2009,1,2,2,1326.2736,2,4
6210,1490,17.1,0,0.038730229,9,166.2842,6,2004,2,1,1,4807.7418,2,9
345,83,15.85,0,0.107765165,14,59.5904,9,1999,1,0,1,703.0848,0,14
630,83,15.85,0,0.107076832,14,58.7904,5,1985,1,2,3,1288.9888,0,28
1811,83,15.85,0,0.108206497,14,58.3904,2,2007,2,1,1,468.7232,0,6
3216,83,15.85,0,0.180096791,14,57.3904,0,1998,2,2,0,117.1808,0,15
3839,83,15.85,0,0.108036187,14,57.3904,3,2009,1,2,2,703.0848,0,4
3981,83,15.85,0,0.107597879,14,58.7904,8,1997,2,0,1,585.904,0,16
1582,163,16.5,1,0.068125756,3,101.199,8,1997,2,0,1,1031.99,1,16
4107,163,16.5,1,0.068403271,3,101.999,3,2009,1,2,2,619.194,1,4
6797,163,16.5,1,0.068263916,3,104.799,7,2002,2,1,1,1238.388,1,11
7289,163,16.5,1,0.068511103,3,103.699,2,2007,2,1,1,1651.184,1,6
8298,163,16.5,1,0.068112874,3,104.599,6,2004,2,1,1,2889.572,1,9
82,1053,16.75,0,0.045230944,13,187.9556,3,2009,1,2,2,4693.89,1,4
819,1053,16.75,0,0.045047439,13,186.4556,8,1997,2,0,1,3942.8676,1,16
2785,1053,16.75,0,0.045138797,13,187.9556,7,2002,2,1,1,2816.3340000000007,1,11
5252,1053,16.75,0,0.07887225099999999,13,189.5556,4,1985,2,0,0,1126.5336,1,28
5638,1053,16.75,0,0.045009952,13,186.8556,1,1987,0,2,1,2440.8228,1,26
7816,1053,16.75,0,0.044829295,13,187.4556,5,1985,1,2,3,7510.224,1,28
7992,1053,16.75,0,0.045117476,13,187.9556,9,1999,1,0,1,2440.8228,1,14
1578,1293,10.695,0,0.06402288099999999,9,36.0848,3,2009,1,2,2,372.848,2,4
2034,1293,10.695,0,0.06375108,9,36.7848,6,2004,2,1,1,782.9808,2,9
1023,327,20.1,1,0.054565932,5,152.2366,7,2002,2,1,1,2418.1856,1,11
2202,327,20.1,1,0.054540159000000005,5,152.1366,9,1999,1,0,1,755.683,1,14
2230,327,20.1,1,0.054410179,5,151.3366,1,1987,0,2,1,2720.4588,1,26
5204,327,20.1,1,0.054763518,5,150.9366,2,2007,2,1,1,3476.1418,1,6
5960,327,20.1,1,0.054445198,5,151.7366,6,2004,2,1,1,4836.3712,1,9
6395,327,20.1,1,0.054455495,5,149.5366,8,1997,2,0,1,2871.5954,1,16
6584,327,20.1,1,0.046740068714285724,5,152.2366,0,1998,2,2,0,151.1366,1,15
85,404,15.5,1,0.12639886,6,177.0028,2,2007,2,1,1,2479.4392,1,6
680,404,15.5,1,0.21037580600000005,6,178.2028,0,1998,2,2,0,177.1028,1,15
3287,404,15.5,1,0.12568791699999998,6,178.2028,8,1997,2,0,1,1416.8224,1,16
4039,404,15.5,1,0.125942816,6,176.0028,7,2002,2,1,1,1239.7196,1,11
4997,404,15.5,1,0.126199917,6,178.4028,3,2009,1,2,2,1239.7196,1,4
2043,787,19.7,0,0.041703666,5,109.1912,1,1987,0,2,1,1637.868,1,26
2584,787,19.7,0,0.041730507,5,109.2912,6,2004,2,1,1,2402.2064,1,9
2755,787,19.7,0,0.041803291,5,110.3912,9,1999,1,0,1,3275.736,1,14
4561,787,19.7,0,0.041974489,5,108.6912,2,2007,2,1,1,2183.824,1,6
7593,787,19.7,0,0.041823046,5,108.0912,7,2002,2,1,1,1965.4416,1,11
412,1245,17.6,0,0.008033611,4,174.2422,3,2009,1,2,2,4311.055,1,4
1085,1245,17.6,0,0.007962273,4,174.0422,5,1985,1,2,3,5173.266,1,28
1975,1245,17.6,0,0.008046275,4,173.7422,2,2007,2,1,1,5863.0348,1,6
4753,1245,17.6,0,0.00799436,4,171.6422,1,1987,0,2,1,3793.7284,1,26
5229,1245,17.6,0,0.008001018,4,170.4422,8,1997,2,0,1,2759.0752,1,16
6657,1245,17.6,0,0.014008751000000002,4,171.3422,4,1985,2,0,0,862.211,1,28
25,1294,13.0,0,0.099887103,9,45.90600000000001,2,2007,2,1,1,838.908,2,6
234,1294,13.0,0,0.099325278,9,45.40600000000001,8,1997,2,0,1,605.878,2,16
287,1294,13.0,0,0.099729888,9,46.306,3,2009,1,2,2,559.2719999999998,2,4
4536,1294,13.0,0,0.099479703,9,44.90600000000001,9,1999,1,0,1,652.484,2,14
5324,1294,13.0,0,0.099242622,9,46.306,1,1987,0,2,1,699.09,2,26
1685,110,7.905,0,0.06419430400000001,7,229.4694,7,2002,2,1,1,2055.3246,0,11
2059,110,7.905,0,0.06406438,7,229.2694,8,1997,2,0,1,1826.9552,0,16
3989,110,7.905,0,0.064325351,7,230.2694,3,2009,1,2,2,3197.1716,0,4
4432,110,7.905,0,0.064011067,7,230.2694,1,1987,0,2,1,4567.388,0,26
7584,110,7.905,0,0.064163983,7,229.9694,9,1999,1,0,1,4567.388,0,14
954,1139,20.7,1,0.11411709,4,92.7436,8,1997,2,0,1,1323.6104,1,16
1549,1139,20.7,1,0.114294512,4,94.9436,9,1999,1,0,1,1229.0668,1,14
1845,1139,20.7,1,0.191008614,4,92.8436,0,1998,2,2,0,189.0872,1,15
3879,1139,20.7,1,0.114581955,4,94.3436,3,2009,1,2,2,945.436,1,4
7174,1139,20.7,1,0.114022125,4,92.9436,1,1987,0,2,1,2174.5028,1,26
280,1239,7.785,1,0.038288087,6,103.1964,3,2009,1,2,2,736.3748,1,4
3157,1239,7.785,1,0.066765523,6,107.1964,4,1985,2,0,0,420.7856,1,28
5567,1239,7.785,1,0.038210084,6,103.8964,7,2002,2,1,1,946.7676,1,11
8247,1239,7.785,1,0.0358159235,6,106.4964,1,1987,0,2,1,1577.946,1,26
156,216,5.465,1,0.03467489585714286,0,132.5626,3,2009,1,2,2,262.3252,1,4
1544,216,5.465,1,0.048486801,0,131.2626,1,1987,0,2,1,3410.2276,1,26
2658,216,5.465,1,0.03467489585714286,0,129.1626,8,1997,2,0,1,3672.5528,1,16
4270,216,5.465,1,0.048518008,0,132.9626,6,2004,2,1,1,2360.9268,1,9
4839,216,5.465,1,0.048292189000000006,0,133.1626,5,1985,1,2,3,2492.0894,1,28
6721,216,5.465,1,0.048801674,0,132.1626,2,2007,2,1,1,1573.9512,1,6
7814,216,5.465,1,0.048625599000000005,0,129.2626,7,2002,2,1,1,1311.626,1,11
197,1420,14.6,0,0.059582996,11,238.8538,9,1999,1,0,1,6008.845,2,14
6031,1420,14.6,0,0.059732844000000014,11,241.2538,3,2009,1,2,2,5287.7836,2,4
7204,1420,14.6,0,0.0477508,11,242.3538,6,2004,2,1,1,5287.7836,2,9
7251,1420,14.6,0,0.059611153,11,238.3538,7,2002,2,1,1,2163.1842,2,11
8010,1420,14.6,0,0.059827007,11,239.2538,2,2007,2,1,1,3605.307,2,6
2144,1397,19.1,0,0.067239404,9,39.6796,1,1987,0,2,1,660.4736,2,26
2258,1397,19.1,0,0.067400032,9,41.9796,9,1999,1,0,1,784.3124,2,14
3058,1397,19.1,0,0.066969525,9,39.2796,5,1985,1,2,3,701.7532,2,28
