,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Outlet_Age
792,804,16.0,1,0.017622773,10,48.1718,3,2009,1,2,2,1,4
3777,804,16.0,1,0.013188153250000001,10,45.3718,7,2002,2,1,1,1,11
5445,804,16.0,1,0.017551276,10,49.1718,8,1997,2,0,1,1,16
3703,407,17.6,0,0.056521229000000006,5,42.1454,3,2009,1,2,2,1,4
4577,407,17.6,0,0.056406081,5,42.5454,7,2002,2,1,1,1,11
86,956,13.65,0,0.015911432,1,230.5668,8,1997,2,0,1,1,16
534,956,13.65,0,0.027858864,1,230.2668,4,1985,2,0,0,1,28
1668,956,13.65,0,0.015898191000000002,1,229.7668,1,1987,0,2,1,1,26
3110,956,13.65,0,0.026632476000000002,1,231.9668,0,1998,2,2,0,1,15
513,1431,16.6,0,0.0163024,8,109.5596,2,2007,2,1,1,2,6
675,1431,16.6,0,0.016243582,8,107.6596,7,2002,2,1,1,2,11
1925,1431,16.6,0,0.016210706000000002,8,105.8596,8,1997,2,0,1,2,16
2613,1431,16.6,0,0.016235909,8,108.9596,9,1999,1,0,1,2,14
3617,1431,16.6,0,0.01620764,8,107.7596,6,2004,2,1,1,2,9
4788,1431,16.6,0,0.016132205,8,108.2596,5,1985,1,2,3,2,28
262,1179,14.5,1,0.097597084,13,158.5262,3,2009,1,2,2,1,4
2701,1179,14.5,1,0.09712024,13,158.3262,1,1987,0,2,1,1,26
303,433,9.6,0,0.084937598,0,105.02799999999999,6,2004,2,1,1,1,9
864,433,9.6,0,0.08488296599999999,0,106.52799999999999,1,1987,0,2,1,1,26
1524,433,9.6,0,0.08454227,0,107.12799999999999,5,1985,1,2,3,1,28
4922,433,9.6,0,0.084953662,0,107.02799999999999,8,1997,2,0,1,1,16
4966,433,9.6,0,0.142195014,0,105.728,0,1998,2,2,0,1,15
5510,433,9.6,0,0.085299728,0,105.228,3,2009,1,2,2,1,4
136,783,16.75,0,0.029860799,13,39.5822,3,2009,1,2,2,1,4
788,783,16.75,0,0.029734029,13,37.6822,6,2004,2,1,1,1,9
974,783,16.75,0,0.029907872000000002,13,37.4822,2,2007,2,1,1,1,6
1185,783,16.75,0,0.029714904,13,39.3822,1,1987,0,2,1,1,26
4837,783,16.75,0,0.029739652000000002,13,37.7822,8,1997,2,0,1,1,16
1556,491,18.5,1,0.062353714000000005,5,145.4418,9,1999,1,0,1,1,14
3613,491,18.5,1,0.10420532199999999,5,147.0418,0,1998,2,2,0,1,15
3589,1232,17.6,0,0.008013458000000001,4,170.7422,9,1999,1,0,1,1,14
5049,1232,17.6,0,0.008017245,4,170.8422,7,2002,2,1,1,1,11
5500,1232,17.6,0,0.007999506,4,174.0422,6,2004,2,1,1,1,9
299,110,14.15,0,0.036090136,14,41.1138,3,2009,1,2,2,0,4
1064,110,14.15,0,0.060162413,14,42.0138,0,1998,2,2,0,0,15
4637,110,14.15,0,0.036016611000000004,14,41.4138,7,2002,2,1,1,0,11
2069,1028,20.25,1,0.076591246,4,196.3794,2,2007,2,1,1,1,6
1103,377,11.8,1,0.026411458999999998,3,40.1138,7,2002,2,1,1,1,11
1212,377,11.8,1,0.026398984,3,38.9138,9,1999,1,0,1,1,14
1588,377,11.8,1,0.026230365,3,39.1138,5,1985,1,2,3,1,28
2055,377,11.8,1,0.026353021,3,41.6138,6,2004,2,1,1,1,9
2336,377,11.8,1,0.026465376000000002,3,41.7138,3,2009,1,2,2,1,4
4358,377,11.8,1,0.026507096,3,39.8138,2,2007,2,1,1,1,6
197,248,6.89,1,0.13720009,13,191.882,2,2007,2,1,1,1,6
1548,248,6.89,1,0.135767734,13,191.282,5,1985,1,2,3,1,28
2380,248,6.89,1,0.23886850899999998,13,191.382,4,1985,2,0,0,1,28
4616,248,6.89,1,0.228353164,13,192.482,0,1998,2,2,0,1,15
4790,248,6.89,1,0.136402598,13,191.882,6,2004,2,1,1,1,9
2837,256,7.435,0,0.215072945,15,208.5638,4,1985,2,0,0,1,28
3037,256,7.435,0,0.122814466,15,207.5638,6,2004,2,1,1,1,9
3854,256,7.435,0,0.123028674,15,208.1638,9,1999,1,0,1,1,14
4032,256,7.435,0,0.12353251400000001,15,205.6638,2,2007,2,1,1,1,6
3255,741,20.6,0,0.083342202,0,120.1756,3,2009,1,2,2,1,4
4221,741,20.6,0,0.082988383,0,120.0756,6,2004,2,1,1,1,9
171,1327,13.5,0,0.073080167,9,161.49200000000002,2,2007,2,1,1,2,6
560,1327,13.5,0,0.072816495,9,157.892,7,2002,2,1,1,2,11
4857,1327,13.5,0,0.072782102,9,159.49200000000002,9,1999,1,0,1,2,14
226,1132,5.035,1,0.08023606400000001,1,226.4036,3,2009,1,2,2,1,4
1020,1132,5.035,1,0.079523572,1,226.9036,5,1985,1,2,3,1,28
3304,1132,5.035,1,0.079895432,1,227.0036,6,2004,2,1,1,1,9
3732,1132,5.035,1,0.133753866,1,229.4036,0,1998,2,2,0,1,15
5147,1132,5.035,1,0.080034782,1,227.9036,9,1999,1,0,1,1,14
654,821,12.6,1,0.031583781,0,172.8764,9,1999,1,0,1,1,14
910,821,12.6,1,0.03152879,0,170.3764,6,2004,2,1,1,1,9
1911,821,12.6,1,0.052782710999999996,0,170.3764,0,1998,2,2,0,1,15
2153,821,12.6,1,0.031534752,0,171.1764,8,1997,2,0,1,1,16
3914,21,6.135,0,0.078906336,14,112.38600000000001,1,1987,0,2,1,0,26
4006,21,6.135,0,0.079418753,14,111.88600000000001,2,2007,2,1,1,0,6
1125,1466,12.65,0,0.04200671,9,108.0938,5,1985,1,2,3,2,28
3548,1466,12.65,0,0.042449883,9,107.3938,2,2007,2,1,1,2,6
5367,1466,12.65,0,0.042203138,9,107.6938,6,2004,2,1,1,2,9
525,768,15.0,1,0.077636468,10,236.2248,5,1985,1,2,3,1,28
710,768,15.0,1,0.078332053,10,236.7248,3,2009,1,2,2,1,4
1171,768,15.0,1,0.07845553599999999,10,237.3248,2,2007,2,1,1,1,6
4132,768,15.0,1,0.13057987,10,235.4248,0,1998,2,2,0,1,15
5537,768,15.0,1,0.07300078539999999,10,237.0248,8,1997,2,0,1,1,16
1136,1381,20.5,0,0.01732828725,11,153.334,3,2009,1,2,2,2,4
3275,1381,20.5,0,0.023143199,11,152.934,8,1997,2,0,1,2,16
3329,1381,20.5,0,0.023031127000000002,11,154.534,5,1985,1,2,3,2,28
4634,1381,20.5,0,0.023138823,11,152.734,6,2004,2,1,1,2,9
356,1297,21.1,0,0.010623793999999999,9,235.4958,7,2002,2,1,1,2,11
785,1297,21.1,0,0.017746063,9,234.7958,0,1998,2,2,0,2,15
3398,1297,21.1,0,0.010662263,9,231.9958,2,2007,2,1,1,2,6
4272,1297,21.1,0,0.010618776000000002,9,232.5958,9,1999,1,0,1,2,14
1306,1270,15.7,0,0.160632642,9,57.8562,6,2004,2,1,1,2,9
4064,1270,15.7,0,0.161571797,9,59.2562,2,2007,2,1,1,2,6
4255,1270,15.699999999999998,0,0.281300211,9,58.4562,4,1985,2,0,0,2,28
5409,1270,15.699999999999998,0,0.159885004,9,59.2562,5,1985,1,2,3,2,28
5522,1270,15.7,0,0.16091281,9,58.0562,9,1999,1,0,1,2,14
361,1159,9.395,1,0.171042873,6,139.9838,6,2004,2,1,1,1,9
1144,1159,9.395,1,0.170932857,6,140.5838,1,1987,0,2,1,1,26
1181,1159,9.395,1,0.17107522100000003,6,138.9838,8,1997,2,0,1,1,16
3826,1159,9.395,1,0.171341198,6,141.3838,9,1999,1,0,1,1,14
4303,1159,9.395,1,0.17177210899999998,6,140.4838,3,2009,1,2,2,1,4
4846,1159,9.395,1,0.299530629,6,139.9838,4,1985,2,0,0,1,28
473,444,15.85,1,0.18416933100000002,5,38.6506,0,1998,2,2,0,1,15
2885,444,15.85,1,0.10993943199999999,5,39.2506,1,1987,0,2,1,1,26
2009,263,17.0,0,0.135620265,6,170.8106,1,1987,0,2,1,1,26
2581,263,17.0,0,0.13573321800000002,6,169.9106,8,1997,2,0,1,1,16
4034,263,17.0,0,0.090451161,6,169.1106,2,2007,2,1,1,1,6
110,211,17.75,0,0.024404214,6,159.0262,0,1998,2,2,0,1,15
309,211,17.75,0,0.014509563999999999,6,157.4262,5,1985,1,2,3,1,28
1687,211,17.75,0,0.014580168999999999,6,157.5262,8,1997,2,0,1,1,16
2755,211,17.75,0,0.014639563000000001,6,160.1262,3,2009,1,2,2,1,4
1538,318,10.895,1,0.03258625,5,145.6102,3,2009,1,2,2,1,4
1620,318,10.895,1,0.032447909,5,146.9102,6,2004,2,1,1,1,9
3007,318,10.895,1,0.032504504,5,143.8102,9,1999,1,0,1,1,14
1237,786,8.63,1,0.028253161000000002,3,170.4422,1,1987,0,2,1,1,26
3472,786,8.63,1,0.028436636,3,173.6422,2,2007,2,1,1,1,6
4222,786,8.63,1,0.028334038,3,172.9422,7,2002,2,1,1,1,11
4278,786,8.63,1,0.028276692000000003,3,173.6422,8,1997,2,0,1,1,16
1608,635,6.42,0,0.053579102,4,177.3002,7,2002,2,1,1,1,11
2471,635,6.42,0,0.053460550999999995,4,178.9002,6,2004,2,1,1,1,9
4170,635,6.42,0,0.053470662,4,178.2002,8,1997,2,0,1,1,16
4615,635,6.42,0,0.053773114000000004,4,179.0002,2,2007,2,1,1,1,6
5112,635,6.42,0,0.09362022699999999,4,180.3002,4,1985,2,0,0,1,28
907,590,6.92,1,0.13081596199999998,2,92.4804,1,1987,0,2,1,1,26
2487,590,6.92,1,0.130290904,2,92.9804,5,1985,1,2,3,1,28
2536,590,6.92,1,0.131190433,2,92.7804,7,2002,2,1,1,1,11
2632,590,6.92,1,0.130924914,2,91.1804,8,1997,2,0,1,1,16
5003,590,6.92,1,0.13090015800000002,2,91.2804,6,2004,2,1,1,1,9
229,270,8.68,0,0.008885671999999999,5,96.9384,2,2007,2,1,1,1,6
516,270,8.68,0,0.015470158999999999,5,100.4384,4,1985,2,0,0,1,28
800,270,8.68,0,0.008853613,5,99.0384,7,2002,2,1,1,1,11
4652,270,8.68,0,0.008849431,5,99.9384,9,1999,1,0,1,1,14
317,572,9.695,0,0.129998012,6,185.1898,8,1997,2,0,1,1,16
1495,572,9.695,0,0.130733334,6,188.3898,2,2007,2,1,1,1,6
1915,572,9.695,0,0.227609738,6,186.0898,4,1985,2,0,0,1,28
2553,572,9.695,0,0.130200124,6,186.7898,9,1999,1,0,1,1,14
3010,572,9.695,0,0.129368491,6,185.3898,5,1985,1,2,3,1,28
5590,572,9.695,0,0.130527569,6,188.9898,3,2009,1,2,2,1,4
638,435,10.5,0,0.05266193,5,88.18299999999999,7,2002,2,1,1,1,11
1339,435,10.5,0,0.087966875,5,91.583,0,1998,2,2,0,1,15
3645,435,10.5,0,0.052545407999999995,5,91.68299999999999,6,2004,2,1,1,1,9
4235,435,10.5,0,0.052769434000000004,5,91.883,3,2009,1,2,2,1,4
3341,414,8.84,1,0.076191354,5,110.3228,5,1985,1,2,3,1,28
4778,414,8.84,1,0.076717379,5,109.7228,7,2002,2,1,1,1,11
4953,414,8.84,1,0.076498396,5,108.9228,1,1987,0,2,1,1,26
5536,414,8.84,1,0.076562109,5,109.1228,8,1997,2,0,1,1,16
2076,351,17.25,1,0.159843921,6,62.2194,3,2009,1,2,2,1,4
3699,351,17.25,1,0.159195426,6,63.8194,8,1997,2,0,1,1,16
4314,351,17.25,1,0.159518279,6,61.5194,7,2002,2,1,1,1,11
4624,351,17.25,1,0.159062948,6,60.2194,1,1987,0,2,1,1,26
5203,351,17.25,1,0.159442933,6,61.3194,9,1999,1,0,1,1,14
1804,166,14.0,0,0.030069149,6,217.4192,1,1987,0,2,1,1,26
4044,166,14.0,0,0.02994846,6,217.3192,5,1985,1,2,3,1,28
5057,166,14.0,0,0.030088502000000003,6,216.6192,6,2004,2,1,1,1,9
4,1184,13.6,1,0.118599314,4,234.23,5,1985,1,2,3,1,28
1327,1184,13.6,1,0.119176431,4,233.93,8,1997,2,0,1,1,16
3622,1184,13.6,1,0.119153896,4,231.23,6,2004,2,1,1,1,9
4504,1184,13.6,1,0.119661905,4,233.63,3,2009,1,2,2,1,4
1955,1036,18.7,0,0.046051414000000006,0,124.602,4,1985,2,0,0,1,28
2111,1036,18.7,0,0.025233748833333333,0,128.102,1,1987,0,2,1,1,26
3464,1036,18.7,0,0.026342897,0,125.70200000000001,9,1999,1,0,1,1,14
3749,1036,18.7,0,0.026297031000000002,0,126.20200000000001,6,2004,2,1,1,1,9
3971,1036,18.7,0,0.026302004,0,126.50200000000001,8,1997,2,0,1,1,16
4782,1036,18.7,0,0.026409147,0,126.102,3,2009,1,2,2,1,4
202,1043,16.75,0,0.045302246,13,189.1556,2,2007,2,1,1,1,6
4550,1043,16.75,0,0.045038920999999996,13,185.8556,6,2004,2,1,1,1,9
163,875,8.85,0,0.053866912,6,183.0292,8,1997,2,0,1,1,16
444,875,8.85,0,0.054086342999999995,6,182.2292,3,2009,1,2,2,1,4
1934,875,8.85,0,0.05360606,6,184.3292,5,1985,1,2,3,1,28
3715,875,8.85,0,0.053856727,6,182.4292,6,2004,2,1,1,1,9
919,1122,6.445,0,0.029737925,0,96.5436,9,1999,1,0,1,1,14
3655,1122,6.445,0,0.029547979,0,96.5436,5,1985,1,2,3,1,28
5383,1122,6.445,0,0.029751978,0,93.4436,7,2002,2,1,1,1,11
2390,723,20.0,0,0.034422963,0,44.4086,9,1999,1,0,1,1,14
3465,723,20.0,0,0.03443923,0,45.1086,7,2002,2,1,1,1,11
754,982,8.785,0,0.026007997,6,121.9414,9,1999,1,0,1,1,14
1336,982,8.785,0,0.026073405,6,121.4414,3,2009,1,2,2,1,4
2358,982,8.785,0,0.026114507999999998,6,120.5414,2,2007,2,1,1,1,6
4206,982,8.785,0,0.026020287000000003,6,122.1414,7,2002,2,1,1,1,11
1063,1362,19.6,0,0.048168592,8,42.677,2,2007,2,1,1,2,6
3541,1362,19.6,0,0.024084296,8,44.376999999999995,7,2002,2,1,1,2,11
122,695,5.48,0,0.015105338000000001,5,84.625,6,2004,2,1,1,1,9
207,695,5.48,0,0.015193653,5,82.825,2,2007,2,1,1,1,6
293,695,5.48,0,0.015035032,5,84.025,5,1985,1,2,3,1,28
1484,695,5.48,0,0.015095622,5,82.325,1,1987,0,2,1,1,26
1258,549,7.905,0,0.010068951999999999,13,249.4408,2,2007,2,1,1,1,6
1453,549,7.905,0,0.009963834,13,250.8408,5,1985,1,2,3,1,28
53,514,20.7,1,0.100741569,6,122.3388,2,2007,2,1,1,1,6
1511,514,20.7,1,0.100174939,6,123.2388,8,1997,2,0,1,1,16
2023,514,20.7,1,0.100155997,6,125.7388,6,2004,2,1,1,1,9
4321,514,20.7,1,0.175393386,6,122.9388,4,1985,2,0,0,1,28
5470,514,20.7,1,0.09968983699999999,6,124.8388,5,1985,1,2,3,1,28
2450,1517,14.15,0,0.008843726,9,196.71099999999998,2,2007,2,1,1,2,6
4889,1517,14.15,0,0.008751398,9,196.111,5,1985,1,2,3,2,28
5364,1517,14.15,0,0.008786665,9,196.111,1,1987,0,2,1,2,26
1079,600,10.1,0,0.027119268,10,77.767,7,2002,2,1,1,1,11
1160,600,10.1,0,0.02717463,10,76.267,3,2009,1,2,2,1,4
5329,600,10.1,0,0.047386238,10,77.867,4,1985,2,0,0,1,28
406,944,15.85,0,0.05740255,13,53.0956,9,1999,1,0,1,1,14
749,944,15.85,0,0.057637630999999995,13,55.0956,2,2007,2,1,1,1,6
1873,944,15.85,0,0.057429676,13,53.2956,7,2002,2,1,1,1,11
2229,944,15.85,0,0.0570359,13,54.5956,5,1985,1,2,3,1,28
4511,944,15.85,0,0.095930954,13,56.0956,0,1998,2,2,0,1,15
182,406,9.285,1,0.049270974,5,243.9144,6,2004,2,1,1,1,9
284,406,9.284999999999998,1,0.04904165,5,245.5144,5,1985,1,2,3,1,28
791,406,9.285,1,0.049481039000000004,5,246.7144,3,2009,1,2,2,1,4
1864,406,9.285,1,0.049239282,5,244.1144,1,1987,0,2,1,1,26
2990,406,9.285,1,0.049380234,5,245.4144,7,2002,2,1,1,1,11
3943,406,9.285,1,0.04225286985714286,5,244.9144,0,1998,2,2,0,1,15
4280,406,9.285,1,0.04935691,5,243.6144,9,1999,1,0,1,1,14
1623,1338,18.6,0,0.01270511,9,122.8414,3,2009,1,2,2,2,4
2419,1338,18.6,0,0.012653565,9,121.2414,8,1997,2,0,1,2,16
5070,1338,18.6,0,0.012725138,9,121.8414,2,2007,2,1,1,2,6
1043,196,16.0,0,0.06055337,15,225.9404,5,1985,1,2,3,1,28
3685,196,16.0,0,0.06084803,15,225.7404,8,1997,2,0,1,1,16
3735,196,16.0,0,0.101847127,15,225.7404,0,1998,2,2,0,1,15
4725,196,16.0,0,0.061095899,15,223.4404,3,2009,1,2,2,1,4
559,466,13.65,1,0.073025792,5,198.6426,9,1999,1,0,1,1,14
3311,466,13.65,1,0.073324855,5,199.0426,2,2007,2,1,1,1,6
3349,466,13.65,1,0.122040464,5,197.5426,0,1998,2,2,0,1,15
2363,464,19.7,1,0.081065919,0,194.71099999999998,3,2009,1,2,2,1,4
4863,464,19.7,1,0.080721764,0,195.611,6,2004,2,1,1,1,9
5258,464,19.7,1,0.080669843,0,197.31099999999998,1,1987,0,2,1,1,26
512,292,10.695,0,0.093315935,5,58.7904,4,1985,2,0,0,1,28
1230,292,10.695,0,0.0506974764,5,57.8904,6,2004,2,1,1,1,9
2213,292,10.695,0,0.053404955,5,57.9904,7,2002,2,1,1,1,11
2841,292,10.695,0,0.053252515,5,57.2904,1,1987,0,2,1,1,26
4579,292,10.695,0,0.053513977000000004,5,59.1904,3,2009,1,2,2,1,4
1682,1395,11.0,0,0.054672984,8,101.0358,5,1985,1,2,3,2,28
2789,1395,11.0,0,0.041236804,8,100.6358,7,2002,2,1,1,2,11
4234,1395,11.0,0,0.055249787,8,102.3358,2,2007,2,1,1,2,6
5516,1395,11.0,0,0.055024445,8,100.8358,9,1999,1,0,1,2,14
1231,793,10.85,0,0.162494861,13,104.5622,9,1999,1,0,1,1,14
4813,793,10.85,0,0.16145695,13,104.4622,5,1985,1,2,3,1,28
1674,581,15.85,1,0.121879396,0,61.222,7,2002,2,1,1,1,11
3027,581,15.85,1,0.20358823899999998,0,61.622,0,1998,2,2,0,1,15
3051,581,15.85,1,0.122320725,0,58.022,2,2007,2,1,1,1,6
3944,581,15.85,1,0.12212820099999999,0,59.522,3,2009,1,2,2,1,4
4977,581,15.85,1,0.12182182800000001,0,60.722,9,1999,1,0,1,1,14
2311,1330,8.645,0,0.143395524,8,98.041,6,2004,2,1,1,2,9
3638,1330,8.645,0,0.251114535,8,97.241,4,1985,2,0,0,2,28
4458,1330,8.645,0,0.13150335300000002,8,96.441,9,1999,1,0,1,2,14
15,626,6.135,1,0.0794507,0,151.6366,9,1999,1,0,1,1,14
463,626,6.135,1,0.07965051299999999,0,150.1366,3,2009,1,2,2,1,4
2083,626,6.135,1,0.132777749,0,150.7366,0,1998,2,2,0,1,15
4720,626,6.135,1,0.07926135299999999,0,152.8366,1,1987,0,2,1,1,26
579,636,10.195,0,0.159906706,5,141.7154,6,2004,2,1,1,1,9
2516,636,10.195,0,0.267701662,5,143.7154,0,1998,2,2,0,1,15
2946,636,10.195,0,0.16058846400000001,5,143.4154,3,2009,1,2,2,1,4
3219,636,10.195,0,0.15916244599999999,5,143.1154,5,1985,1,2,3,1,28
3753,636,10.195,0,0.160185608,5,140.8154,9,1999,1,0,1,1,14
4594,636,10.195,0,0.160261305,5,141.0154,7,2002,2,1,1,1,11
2988,1247,10.0,1,0.037581431,13,130.1994,5,1985,1,2,3,1,28
3202,1247,10.0,1,0.034658008000000004,13,129.2994,9,1999,1,0,1,1,14
3430,1247,10.0,1,0.037840894,13,129.5994,7,2002,2,1,1,1,11
4315,1247,10.0,1,0.063209707,13,126.6994,0,1998,2,2,0,1,15
302,1314,20.25,0,0.147933567,9,235.3616,8,1997,2,0,1,2,16
1093,1314,20.25,0,0.14823358,9,235.7616,7,2002,2,1,1,2,11
4831,1314,20.25,0,0.148536185,9,235.9616,3,2009,1,2,2,2,4
4872,1314,20.25,0,0.147217192,9,234.1616,5,1985,1,2,3,2,28
5448,1314,20.25,0,0.147905594,9,233.1616,6,2004,2,1,1,2,9
5574,1314,20.25,0,0.148770339,9,232.3616,2,2007,2,1,1,2,6
5312,640,13.0,1,0.030089171,3,58.321999999999996,8,1997,2,0,1,1,16
5556,640,13.0,1,0.0150445855,3,60.522,9,1999,1,0,1,1,14
1017,393,13.1,0,0.006057666999999999,5,188.0898,1,1987,0,2,1,1,26
2204,393,13.1,0,0.006033353000000001,5,188.3898,5,1985,1,2,3,1,28
2385,393,13.1,0,0.006072138,5,187.3898,9,1999,1,0,1,1,14
2464,393,13.1,0,0.006097005,5,187.2898,2,2007,2,1,1,1,6
3215,393,13.1,0,0.006062712,5,187.3898,8,1997,2,0,1,1,16
1912,767,19.7,1,0.16056791,3,256.4014,1,1987,0,2,1,1,26
3141,767,19.7,1,0.159923438,3,253.0014,5,1985,1,2,3,1,28
3744,767,19.7,1,0.160701642,3,253.5014,8,1997,2,0,1,1,16
1799,915,16.7,1,0.062140968,13,60.8562,9,1999,1,0,1,1,14
3563,915,16.7,1,0.062032774000000006,13,60.6562,6,2004,2,1,1,1,9
4783,915,16.7,1,0.061744052,13,59.2562,5,1985,1,2,3,1,28
3204,893,11.65,0,0.026998686999999997,6,187.72400000000002,3,2009,1,2,2,1,4
4490,893,11.65,0,0.040481172999999995,6,188.024,1,1987,0,2,1,1,26
5077,893,11.65,0,0.040514888,6,186.524,8,1997,2,0,1,1,16
706,937,12.3,0,0.11125355,0,36.0874,6,2004,2,1,1,1,9
1545,937,12.3,0,0.11144759300000001,0,33.4874,9,1999,1,0,1,1,14
2045,937,12.3,0,0.111904005,0,33.9874,2,2007,2,1,1,1,6
5450,937,12.300000000000002,0,0.083651287,0,34.3874,4,1985,2,0,0,1,28
37,307,10.395,0,0.050479462999999995,0,114.0176,0,1998,2,2,0,1,15
1281,307,10.394999999999998,0,0.030012643999999998,0,116.1176,5,1985,1,2,3,1,28
2800,307,10.395,0,0.030133592,0,115.1176,1,1987,0,2,1,1,26
2998,307,10.395,0,0.030152986,0,114.5176,6,2004,2,1,1,1,9
4283,307,10.395,0,0.030205577999999997,0,114.9176,9,1999,1,0,1,1,14
4289,307,10.395,0,0.030329279,0,114.2176,2,2007,2,1,1,1,6
5393,307,10.395,0,0.030158689,0,113.5176,8,1997,2,0,1,1,16
1860,49,14.8,0,0.04513213,14,77.167,2,2007,2,1,1,0,6
2348,49,14.8,0,0.03379062975,14,76.267,9,1999,1,0,1,0,14
3262,49,14.8,0,0.04496929400000001,14,74.867,7,2002,2,1,1,0,11
5404,49,14.8,0,0.045061095,14,75.867,3,2009,1,2,2,0,4
2857,968,8.355,0,0.186650368,3,149.1418,5,1985,1,2,3,1,28
4208,968,8.355,0,0.313934693,3,146.5418,0,1998,2,2,0,1,15
265,1491,9.0,0,0.019506654,9,169.5474,8,1997,2,0,1,2,16
5083,1491,9.0,0,0.019490421,9,169.3474,1,1987,0,2,1,2,26
2049,1351,5.03,0,0.008681751,9,121.1756,3,2009,1,2,2,2,4
2073,1351,5.03,0,0.008695437,9,121.1756,2,2007,2,1,1,2,6
3654,1351,5.03,0,0.008646528,9,122.6756,8,1997,2,0,1,2,16
5341,1351,5.03,0,0.008659972,9,120.2756,9,1999,1,0,1,2,14
3100,530,11.3,0,0.056664709,0,248.0118,3,2009,1,2,2,1,4
3581,530,11.3,0,0.056522558,0,248.6118,9,1999,1,0,1,1,14
263,243,18.1,0,0.177107232,4,157.5288,5,1985,1,2,3,1,28
948,243,18.1,0,0.17793540300000002,4,155.6288,6,2004,2,1,1,1,9
1293,243,18.1,0,0.17782095399999998,4,155.7288,1,1987,0,2,1,1,26
3929,243,18.1,0,0.177969055,4,158.6288,8,1997,2,0,1,1,16
4118,243,18.1,0,0.17832998100000003,4,156.5288,7,2002,2,1,1,1,11
3970,36,5.655,0,0.29304837899999997,14,145.5102,0,1998,2,2,0,0,15
4175,36,5.655,0,0.175435278,14,145.4102,7,2002,2,1,1,0,11
1953,753,12.65,0,0.06942496299999999,10,52.4324,8,1997,2,0,1,1,16
2193,753,12.65,0,0.06936719,10,50.0324,1,1987,0,2,1,1,26
3371,753,12.65,0,0.06941183599999999,10,51.5324,6,2004,2,1,1,1,9
847,1163,9.8,1,0.140896203,0,50.2008,7,2002,2,1,1,1,11
1496,1163,9.8,1,0.140584452,0,52.3008,6,2004,2,1,1,1,9
3497,1163,9.8,1,0.140829653,0,52.5008,9,1999,1,0,1,1,14
4941,1163,9.8,1,0.139930125,0,50.5008,5,1985,1,2,3,1,28
362,1231,8.1,1,0.019764765,3,86.6198,6,2004,2,1,1,1,9
1341,1231,8.1,1,0.019880322,3,88.0198,2,2007,2,1,1,1,6
1800,1231,8.1,1,0.019849032,3,87.7198,3,2009,1,2,2,1,4
2328,1231,8.1,1,0.019808594,3,88.7198,7,2002,2,1,1,1,11
4891,1231,8.1,1,0.019799238,3,86.5198,9,1999,1,0,1,1,14
4178,873,15.15,1,0.066176944,5,146.076,8,1997,2,0,1,1,16
3186,1038,19.25,0,0.101773845,4,52.8956,8,1997,2,0,1,1,16
1566,163,20.35,1,0.030901894,4,254.2672,1,1987,0,2,1,1,26
2149,163,20.35,1,0.030921784,4,255.2672,6,2004,2,1,1,1,9
2586,163,20.35,1,0.030777863,4,255.5672,5,1985,1,2,3,1,28
4574,163,20.35,1,0.054150290999999996,4,254.7672,4,1985,2,0,0,1,28
1537,53,6.13,0,0.07636430599999999,4,63.0536,5,1985,1,2,3,0,28
3372,53,6.13,0,0.077048493,4,60.0536,3,2009,1,2,2,0,4
2954,308,18.85,0,0.141929473,3,169.9132,7,2002,2,1,1,1,11
1688,1344,10.6,0,0.035391991,8,86.8224,2,2007,2,1,1,2,6
3834,1344,10.6,0,0.035192926,8,83.4224,8,1997,2,0,1,2,16
254,265,15.0,0,0.11956313,13,227.2694,2,2007,2,1,1,1,6
1727,265,15.0,0,0.118890636,13,227.9694,8,1997,2,0,1,1,16
2698,265,15.0,0,0.11831490300000001,13,226.5694,5,1985,1,2,3,1,28
3788,265,15.0,0,0.119075479,13,229.7694,9,1999,1,0,1,1,14
3535,1101,7.68,0,0.07084128099999999,6,193.1162,1,1987,0,2,1,1,26
3687,1101,7.68,0,0.070886876,6,193.9162,6,2004,2,1,1,1,9
5119,1101,7.68,0,0.07104407,6,191.9162,7,2002,2,1,1,1,11
5249,1101,7.68,0,0.124137242,6,191.8162,4,1985,2,0,0,1,28
1082,1365,7.39,0,0.113449342,8,143.7812,0,1998,2,2,0,2,15
2405,1365,7.39,0,0.06745148599999999,8,142.0812,5,1985,1,2,3,2,28
4112,1365,7.39,0,0.067723308,8,140.6812,1,1987,0,2,1,2,26
4878,1365,7.39,0,0.11867352699999999,8,141.2812,4,1985,2,0,0,2,28
5374,1365,7.39,0,0.067917171,8,143.0812,7,2002,2,1,1,2,11
5642,1365,7.39,0,0.06788509200000001,8,143.0812,9,1999,1,0,1,2,14
1090,259,7.405,0,0.159195426,4,206.4296,8,1997,2,0,1,1,16
2214,259,7.405,0,0.159518279,4,208.8296,7,2002,2,1,1,1,11
5371,259,7.405,0,0.11928455525000001,4,206.9296,9,1999,1,0,1,1,14
5656,259,7.405,0,0.158424516,4,207.8296,5,1985,1,2,3,1,28
778,724,20.75,1,0.06332594799999999,2,154.1682,8,1997,2,0,1,1,16
1991,724,20.75,1,0.06327325,2,153.1682,1,1987,0,2,1,1,26
